Gene	Chr	Start	End
CTD-2234N14.1	11	127190769	127223449
RP11-480C22.1	11	127271062	127337033
RP11-702B10.2	11	128180427	128183554
RP11-702B10.1	11	128208829	128241441
RP11-264E20.2	11	128614340	128615236
RP11-264E20.1	11	128615867	128621806
RP11-237N19.3	11	129591493	129612110
LINC01395	11	129612116	129617269
LINC00167	11	130002938	130004356
RP11-121M22.1	11	130314993	130403657
RP11-890B15.2	11	130844191	130865561
RP11-890B15.3	11	130866254	130870247
AP002856.4	11	131187022	131189753
AP002856.6	11	131204999	131215163
AP002856.7	11	131234538	131251816
AP002856.5	11	131253422	131350917
C11orf39	11	131662131	131663583
RP11-448P19.1	11	133783671	133810376
RP11-713P17.5	11	134026987	134028118
RP11-713P17.3	11	134032272	134046849
RP11-713P17.4	11	134035832	134037107
AP004550.1	11	134563396	134573056
RP11-469N6.3	11	134671426	134672024
RP11-469N6.2	11	134714542	134715922
RP11-469N6.1	11	134735596	134763810
RP11-555G19.1	11	134950708	134951568
AP005135.2	11	135061781	135075899
FAM138D	12	36602	38133
RP11-598F7.6	12	166856	182399
RP11-218M22.2	12	674801	684127
LINC00942	12	1500525	1507318
LINC00940	12	1929202	1936574
RP11-986G18.2	12	2740093	2742855
RP11-885B4.1	12	2742626	2771908
RP11-885B4.2	12	2761200	2770455
RP11-253E3.3	12	3041437	3044950
RP5-1063M23.1	12	3296202	3300224
RP5-1063M23.2	12	3318718	3325343
RP11-476M19.2	12	3367833	3371346
RP11-320N7.2	12	4020977	4026658
RP11-234B24.2	12	4700417	4720102
RP11-234B24.4	12	4806542	4808641
RP11-429A20.3	12	5018465	5021713
RP11-429A20.4	12	5023682	5025594
RP11-319E16.1	12	5233997	5243151
RP11-1038A11.3	12	5290480	5383653
RP11-319E16.2	12	5315961	5319347
RP11-1038A11.2	12	5366048	5367774
RP11-1038A11.1	12	5388589	5406651
RP3-454B23.1	12	6155035	6160719
RP1-102E24.8	12	6393905	6396148
RP4-761J14.10	12	6742985	6743641
U47924.32	12	6899752	6900212
U47924.27	12	6963246	6964447
ABC12-49244600F4.4	12	7115736	7116486
RP11-266K4.13	12	8205984	8207397
RP11-266K4.14	12	8217758	8221115
RP11-266K4.9	12	8235415	8242564
LINC00937	12	8295986	8396803
RP11-90D4.3	12	8321876	8329614
RP11-561P12.5	12	8548361	8567613
RP11-20D14.6	12	8788257	8795789
LINC00987	12	9240003	9243052
RP11-118B22.4	12	9246497	9257960
RP13-735L24.1	12	9367464	9397617
RP11-75L1.1	12	9704077	9709350
AC091814.2	12	9936579	9943495
AC091814.3	12	9948137	9953336
RP11-277P12.10	12	10332861	10338292
RP11-277P12.9	12	10358464	10361045
RP11-291B21.2	12	10553363	10558049
RP13-81N3.2	12	10750234	10777444
RP11-785H5.1	12	11171181	11176020
RP11-711K1.8	12	11212219	11251389
RP11-434C1.2	12	11541395	11555838
LINC01252	12	11548030	11590369
LOH12CR2	12	12355406	12357067
RP11-253I19.3	12	12485353	12491581
RP11-180M15.6	12	12648939	12649713
RP11-180M15.3	12	12668982	12685075
RP11-377D9.3	12	13000451	13040679
LINC01559	12	13371089	13387167
RP11-4N23.4	12	13540231	13544540
RP11-134N1.2	12	14216590	14221297
LINC01489	12	15001833	15006683
RERG-AS1	12	15151923	15155283
RP11-6B19.1	12	15780068	15782120
RP11-6B19.2	12	15813493	15828274
RP11-69C13.1	12	16693800	16695977
RP11-239A17.1	12	16786762	16787845
RP11-871F6.3	12	17509353	17589992
RP11-606D9.1	12	17589257	17615463
RP11-405A12.2	12	19775451	20009937
RP11-664H17.1	12	20014780	20098868
CTC-465D4.1	12	20120980	20129813
RP11-73M14.1	12	22395088	22398075
RP11-359J14.2	12	22460519	22463914
RP11-268P4.5	12	22601425	22618867
RP11-114G22.1	12	22699859	23174125
RP11-449P1.1	12	22742582	22743091
RP11-153K16.1	12	23099368	23191587
RP11-153K16.2	12	23181334	23251499
RP11-444D3.1	12	24213256	24562590
RP11-778H2.1	12	24223271	24237965
LINC00477	12	24566964	24584168
RP11-625L16.1	12	24704565	24774213
C12orf77	12	24993424	24997519
RP11-713N11.5	12	25011415	25020893
RP11-707G18.1	12	25385670	25386241
RP11-443N24.2	12	25782706	25814171
RP11-443N24.3	12	25831416	25834182
RP11-443N24.4	12	25882955	25885855
RP11-612B6.1	12	26315715	26317813
RP11-582E3.6	12	27037100	27038960
RP11-582E3.2	12	27105151	27161393
RP11-709A23.1	12	27547050	27552773
RP11-1060J15.7	12	27704568	27708365
RP11-977P2.1	12	28821975	28825831
RP11-946L16.1	12	29143196	29148675
RP11-776A13.1	12	30200983	30217916
RP11-776A13.3	12	30230779	30296707
RP11-155I9.1	12	30320834	30321617
RP11-77I22.2	12	30755074	30780739
LINC00941	12	30795681	30802711
RP11-551L14.6	12	31012503	31015667
RP11-771K4.1	12	31363481	31369301
RP11-428G5.5	12	31877079	31887203
RP11-50I19.2	12	32000375	32001222
RP11-267D19.1	12	32988763	32993754
RP11-847H18.3	12	34037438	34056740
RP11-313F23.3	12	34149839	34162238
RP11-313F23.4	12	34191037	34218853
RP11-804F13.1	12	38544177	38589812
RP11-554L12.1	12	39087713	39092874
RP11-476D10.1	12	40140926	40142876
AC079630.2	12	40156239	40167707
RP11-630C16.1	12	41764189	41765581
RP11-630C16.2	12	41829898	41932592
RP11-609L23.1	12	42615503	42646498
RP11-25I15.2	12	42646583	42686701
RP11-25I15.3	12	42692216	42717119
RP11-547C5.1	12	42966122	42967353
RP11-547C5.2	12	42979254	42996486
RP11-118A3.1	12	43155315	43163110
RP11-499A10.3	12	44498616	44499158
RP11-352M15.1	12	45481871	45610620
RP11-352M15.2	12	45718046	45727775
RP11-96H19.1	12	46383679	46876159
RP11-474P2.4	12	46384233	46386991
RP11-474P2.6	12	46388856	46392126
RP11-446N19.1	12	46537502	46652550
RP11-618L22.1	12	46970504	46972155
RP11-493L12.4	12	47248124	47257539
RP11-493L12.7	12	47265665	47266108
RP11-493L12.5	12	47353754	47369935
RP1-90J4.1	12	47415008	47420179
RP1-197B17.4	12	47731908	47732351
RP5-1057I20.2	12	47826854	47837898
RP11-89H19.2	12	47905122	47906865
RP1-228P16.3	12	48005277	48011227
RP1-228P16.5	12	48019771	48025382
RP1-228P16.8	12	48039784	48040761
RP11-370I10.12	12	48198387	48202031
RP11-370I10.2	12	48231098	48284210
RP11-370I10.10	12	48327942	48328472
RP11-370I10.11	12	48360920	48361377
LINC00935	12	48727435	48765786
RP11-579D7.4	12	48789147	48790535
RP11-70F11.7	12	49861207	49865802
RP11-70F11.11	12	49908882	49911863
RP11-70F11.8	12	49911953	49930320
RP11-407N8.6	12	50934942	50935464
RP11-923I11.3	12	51809705	51810600
RP11-923I11.6	12	51817899	51820150
RP11-923I11.4	12	51823503	51835496
RP11-923I11.5	12	51848223	51852729
RP11-1100L3.8	12	52058459	52059503
RP1-288H2.2	12	52092485	52104297
C12orf80	12	52205584	52210855
LINC00592	12	52210930	52223804
RP11-1136G11.8	12	53159586	53161000
CISTR	12	53750447	53757034
RP11-686F15.2	12	53754358	53762104
AC012531.25	12	54019910	54022589
FLJ12825	12	54058254	54122234
RP11-834C11.6	12	54082118	54102693
RP11-834C11.5	12	54085132	54125992
RP11-834C11.4	12	54126098	54132843
RP11-834C11.11	12	54145069	54147225
RP11-834C11.10	12	54162065	54164452
LINC01154	12	54428303	54429403
RP11-850F7.7	12	54682973	54687434
RP11-616L12.1	12	55009746	55014247
RP11-121C6.5	12	56411944	56413190
RP11-756H6.1	12	57431116	57433935
RP11-571M6.17	12	57803838	57804415
RP11-571M6.18	12	57814494	57814926
RP11-620J15.2	12	57869835	57896482
RP11-620J15.3	12	57931528	57936175
RP11-58A17.4	12	58087892	58093362
RP11-362K2.2	12	58544124	58813060
RP11-767I20.1	12	58565960	58781747
RP11-272B17.1	12	59366218	59411171
RP11-272B17.2	12	59523278	59524184
RP11-316A16.1	12	60092864	60096071
LINC01465	12	62601751	62603690
RP11-631N16.2	12	62602752	62622213
RP11-631N16.4	12	62603909	62604399
RP11-848D3.5	12	63004338	63006541
RP11-1022B3.1	12	63292625	63360037
RP11-439H13.2	12	64507166	64533638
RP11-766N7.3	12	64883394	64977522
RP11-766N7.4	12	64920845	64982524
RP11-230G5.2	12	65466820	65642372
RP11-221N13.2	12	65559591	65560889
RP11-221N13.3	12	65602869	65612997
RP11-221N13.4	12	65644334	65663299
RP11-366L20.4	12	66027725	66031066
RP11-123O10.4	12	66891876	67069162
RP11-123O10.3	12	67035508	67096406
RP11-473M14.3	12	67440998	67442559
RP11-542B15.1	12	67519829	67567126
RP11-335O4.1	12	67571197	67589987
RP11-43N5.1	12	67709047	67729475
LINC01479	12	67929235	67970017
RP11-81H14.2	12	68332888	68451663
RP11-71J4.2	12	68344664	68349959
RP11-81H14.1	12	68426331	68427737
RP11-637A17.2	12	68674371	68687755
RP11-324P9.1	12	69212123	69224242
RP11-1143G9.5	12	69326574	69331882
RP11-956E11.1	12	69449470	69460724
RP11-320P7.2	12	70180338	70202004
LINC01481	12	70219132	70221862
CTD-2021H9.1	12	71007773	71032083
CTD-2021H9.2	12	71034122	71104526
CTD-2021H9.3	12	71047402	71118247
RP11-498M15.1	12	71709171	71710374
RP11-2H8.2	12	71793855	71799627
RP11-12K6.2	12	72727923	72728844
RP11-314D7.2	12	73159190	73208317
RP11-314D7.3	12	73203815	73206835
RP11-295G12.1	12	73760689	73798727
RP11-711C17.1	12	73906940	73919337
RP11-711C17.2	12	74039086	74045828
RP11-81H3.2	12	74133166	74402535
RP11-274M17.3	12	74248637	74283669
RP11-114H23.1	12	75563202	75984015
RP11-114H23.2	12	75694010	75698816
RP11-290L1.5	12	75964440	75967062
RP11-54A9.1	12	76259839	76305131
RP11-20E24.1	12	76562294	76615567
RP1-81P11.1	12	77219603	77228693
RP1-34H18.1	12	77324641	77572275
RP1-97G4.1	12	77379820	77390864
RP11-781A6.1	12	77775783	77783576
RP11-38F22.1	12	78326680	78359746
RP11-754N21.1	12	78352519	78483019
RP11-90C1.1	12	78426826	78442952
RP11-171L9.1	12	78448995	78540675
RP11-123M21.1	12	78804348	78808499
RP1-78O14.1	12	79341205	79503396
RP11-359M6.1	12	79540203	79550535
RP11-530C5.1	12	79690144	79778451
LINC01490	12	80763154	80770717
RP11-121G22.3	12	81270675	81312422
RP11-362A1.1	12	81953719	81993133
RP11-263K4.5	12	82481118	82497560
RP11-263K4.4	12	82505211	82506188
RP11-263K4.3	12	82512677	82515817
RP11-87P13.2	12	83171590	83172740
RP11-384P14.1	12	83661009	83661719
RP11-788H18.1	12	84271340	84294562
RP11-193M21.1	12	85263544	85264457
RP11-408B11.2	12	85318060	85342912
RP11-18J9.3	12	85958686	85960946
RP11-202H2.1	12	86599578	86838998
RP11-248E9.5	12	87795733	87802028
RP11-248E9.6	12	87816486	87817831
RP11-900F13.2	12	88601862	88602195
RP11-13A1.1	12	89010681	89019679
RP11-13A1.3	12	89048187	89309553
RP11-823E8.3	12	89351015	89353271
RP11-1109F11.3	12	89367807	89369301
RP11-1109F11.5	12	89371820	89372359
LINC00936	12	89708959	89712590
RP11-654D12.2	12	89882665	89989289
RP11-654D12.3	12	89947693	89949726
RP11-567C2.1	12	90107739	90112779
RP11-753N8.1	12	90280894	90300340
RP11-632B21.1	12	90617759	90622822
RP11-20L19.1	12	90809276	90810680
LINC00615	12	90918023	90948669
RP11-121E16.1	12	91362196	91368606
RP11-693J15.6	12	91634887	91635644
RP11-1041F24.1	12	91680131	91680873
RP11-587P21.2	12	91877391	91880655
RP11-587P21.3	12	91901458	91906187
RP11-756G20.1	12	92247756	92363832
RP11-693J15.5	12	92466451	92492091
RP11-511B23.1	12	92999218	93019820
RP11-202G11.2	12	93090522	93107600
RP11-511B23.3	12	93174366	93181832
RP11-1060G2.2	12	93945041	93947813
RP11-778J16.3	12	94491546	94496442
RP11-167N24.6	12	95377208	95380896
RP11-167N24.5	12	95387890	95388558
RP11-167N24.4	12	95388599	95405504
RP11-536G4.1	12	95803097	95823307
RP11-510I5.4	12	96422326	96485442
RP11-541G9.1	12	96985656	97185609
RP11-397H6.1	12	97024021	97051129
RP11-541G9.2	12	97272692	97276209
RP11-690J15.1	12	98113014	98292445
RP11-181C3.1	12	98485544	98503855
RP11-321F8.4	12	101408372	101409060
RP11-285E23.2	12	101696002	101696450
RP11-554E23.2	12	101954998	101962390
LINC00485	12	102809280	102824399
RP11-328J6.1	12	103080950	103178675
RP11-552I14.1	12	103151842	103168309
RP11-626I20.3	12	103547794	103559815
RP11-650K20.3	12	103841451	103844664
RP11-818F20.4	12	104170395	104177659
CASC18	12	105704203	105744062
RP11-114F10.2	12	106050961	106058254
RP11-554D14.7	12	107832858	107835030
RP11-554D14.8	12	107835541	107836555
RP11-554D14.6	12	107839291	107864562
LINC01486	12	109354083	109359488
RP1-7G5.6	12	109880676	109888467
RP1-74B13.2	12	110831779	110845963
LINC01405	12	110936585	110958208
RP1-46F2.3	12	110951683	110957812
RP3-473L9.4	12	111369282	111403310
MAPKAPK5-AS1	12	111839764	111842902
LINC01234	12	113679459	113773683
RP11-100F15.1	12	114077133	114079902
RP11-100F15.2	12	114080381	114113489
RP11-139B1.1	12	114238970	114241770
RP11-162N7.1	12	114621761	114622922
RP4-601P9.2	12	114713811	114767957
RP4-601P9.1	12	114768674	114771851
RP11-25E2.1	12	115077325	115080153
RP11-116D17.2	12	115263170	115270596
RP11-116D17.3	12	115299588	115300708
RP11-116D17.4	12	115318657	115320405
RP11-116D17.5	12	115332146	115332566
RP11-116D17.1	12	115363012	115364745
RP11-1028N23.3	12	115569664	115581739
RP11-1028N23.2	12	115576676	115577615
RP11-1028N23.4	12	115582061	115639734
RP11-110L15.1	12	115755262	115799936
RP11-110L15.2	12	115810359	115886137
RP11-148B3.2	12	116368764	116389471
RP11-148B3.1	12	116517858	116518820
RP11-497G19.7	12	116580974	116583672
RP11-497G19.3	12	116599270	116603585
RP11-497G19.1	12	116661582	116698065
RP11-497G19.2	12	116698336	116703130
RP11-240G22.4	12	116801023	116801477
TESC-AS1	12	117099481	117142091
RP11-227B21.2	12	117453012	117456986
RP11-131L12.2	12	118375350	118376275
RP11-131L12.3	12	118428281	118428870
RP11-131L12.4	12	118430147	118430699
RP11-121J20.1	12	118645315	118648724
RP11-3L23.2	12	118758754	118761679
RP11-357K6.1	12	118773032	118775137
RP11-357K6.2	12	118818804	118833536
RP11-357K6.3	12	118849354	118908930
LINC00934	12	119283825	119303380
RP11-768F21.1	12	119387987	119668079
RP1-166H1.2	12	120389546	120395994
RP11-18C24.8	12	120500735	120501090
RP11-173P15.9	12	120703867	120704282
RP11-173P15.10	12	120709112	120709523
RP11-340F14.6	12	121190868	121191518
RP11-711D18.2	12	121391962	121399859
RP13-941N14.1	12	121580792	121593504
LINC01089	12	121795267	121803906
RP11-347I19.8	12	121797511	121801972
RP11-347I19.7	12	121800797	121803403
RP11-87C12.6	12	121874193	121874337
RP11-87C12.5	12	122007434	122020063
CLIP1-AS1	12	122395542	122400857
RP11-15J22.8	12	122501187	122501641
RP11-324E6.10	12	122634130	122634673
RP11-324E6.6	12	122687125	122715979
RP11-463O12.3	12	122865335	122867021
RP11-197N18.7	12	123081384	123084744
RP13-942N8.1	12	123363868	123366113
RP11-486O12.2	12	123575891	123585115
RP11-338K17.8	12	123707602	123708386
RP11-214K3.24	12	124085761	124088598
RP11-522N14.2	12	124206228	124209018
RP11-83B20.1	12	124513222	124514813
RP11-158L12.5	12	125150058	125151394
LINC00939	12	125958688	125983374
RP5-916L7.2	12	125983702	125986234
RP3-446N13.5	12	126032995	126043485
RP3-446N13.1	12	126095992	126103935
RP1-116K23.1	12	126168235	126171666
RP4-765H13.1	12	126191378	126225314
RP4-809F18.2	12	126358034	126358896
RP4-809F18.1	12	126359302	126361065
RP5-944M2.1	12	126400792	126405528
RP5-944M2.2	12	126425990	126434008
RP5-944M2.3	12	126442481	126472790
RP11-407A16.3	12	126610034	126690318
RP11-407A16.4	12	126628172	126690322
RP11-407A16.7	12	126690479	126695832
LINC00943	12	126726270	126746252
LINC00944	12	126729787	126772411
RP11-983C2.2	12	126869490	126874690
RP11-983C2.3	12	126874821	126876232
RP11-575F12.1	12	126915203	127060401
RP11-575F12.2	12	127145072	127146532
RP11-575F12.3	12	127147149	127150081
RP11-955H22.1	12	127274467	127284283
RP11-955H22.3	12	127324155	127340072
RP11-351O2.1	12	127598168	127599715
RP11-526P6.1	12	127631248	127636467
RP11-749H20.1	12	127793527	127821183
FLJ37505	12	127881617	127898639
LINC00507	12	127915372	127951552
LINC00508	12	127940595	127950160
RP11-349K16.1	12	128023788	128027166
RP13-653N12.1	12	128086985	128118132
RP13-653N12.2	12	128118217	128121952
RP11-417O18.2	12	128187934	128191389
RP11-21K12.3	12	128826836	128827579
RP11-669N7.3	12	129208601	129212662
RP11-337L12.1	12	129521303	129522763
RP11-174M13.2	12	129681427	129698227
RP11-572C21.1	12	129852208	129854944
RP11-474D1.4	12	130024493	130044956
RP11-474D1.3	12	130033454	130045057
RP11-474D1.1	12	130047132	130048376
RP11-474D1.2	12	130070325	130072685
RP11-143E21.3	12	130138693	130140768
RP11-143E21.6	12	130249679	130266725
RP11-117L5.4	12	130419535	130421019
RP11-662M24.2	12	130628316	130716281
RP11-662M24.1	12	130651371	130669233
RP11-989F5.1	12	130810606	130812438
RP11-989F5.3	12	130810821	130812622
RP11-243M5.1	12	130977562	130978768
RP11-76C10.5	12	130990138	130993976
RP11-76C10.2	12	131030570	131035487
LINC01257	12	131165011	131212931
RP11-495K9.3	12	131296110	131297972
RP13-507P19.2	12	131347470	131367555
RP13-507P19.1	12	131366660	131371059
RP11-897M7.4	12	131447337	131455436
RP11-897M7.1	12	131469311	131492951
RP11-495K9.9	12	131621891	131623203
RP11-495K9.7	12	131647113	131648121
RP11-495K9.6	12	131662596	131664704
RP11-495K9.5	12	131756966	131758047
RP11-417L19.2	12	131857420	131864538
RP11-417L19.4	12	131924736	131929351
RP13-820C6.4	12	132083540	132083779
RP13-977J11.9	12	132169823	132170043
RP13-977J11.2	12	132186735	132189695
RP13-977J11.8	12	132190213	132190997
RP13-895J2.6	12	132282814	132284606
RP13-714J12.1	12	132424504	132425208
RP11-503G7.1	12	132457160	132460024
RP11-503G7.2	12	132462242	132462856
RP13-554M15.8	12	132593031	132593698
RP11-46H11.3	12	132911470	132914732
RP11-386I8.6	12	133030389	133037222
LINC00349	13	18540497	18550697
LINC00388	13	18610298	18611675
LINC00387	13	18672827	18676163
LINC00418	13	18718767	18719729
RP11-38M15.11	13	18859827	18860742
LINC00408	13	18905439	18907810
RP11-442J17.3	13	18921889	18923765
RP11-408E5.5	13	19262797	19263873
LINC00421	13	19345049	19346749
RP11-385E5.5	13	19408042	19409529
LINC00350	13	19587118	19588350
RP11-61K9.3	13	19863858	19865048
LINC01072	13	20102701	20103230
LINC01046	13	21234568	21235204
LINC00539	13	21303515	21348721
LINC00424	13	21872770	21878160
LINC00540	13	22040975	22276524
RP11-363G2.4	13	22851773	22854138
LINC00621	13	22894656	22916369
RP11-124N19.3	13	22918591	22924602
LINC00362	13	23169835	23170597
SACS-AS1	13	23418971	23428869
LINC00327	13	23466571	23487464
LINC00352	13	23498796	23502874
LINC00566	13	24331450	24337121
LINC00463	13	25172828	25180079
LINC01076	13	25193107	25210295
RP11-271M24.2	13	25300124	25301438
LINC00415	13	26052276	26053385
RP11-428O18.6	13	27178263	27251288
LINC01079	13	27373348	27374366
RP11-87C7.3	13	27667540	27680566
LINC00543	13	27953526	27955370
LINC00297	13	29872613	29888405
LINC00544	13	29935905	29950488
RP11-629E24.2	13	30022021	30023800
LINC00365	13	30103178	30108875
LINC00384	13	30151886	30159621
LINC00385	13	30154066	30154586
LINC00427	13	30316360	30319903
LINC00426	13	30340270	30377145
LINC01058	13	30419519	30422237
LINC00398	13	30803206	30810645
LINC00545	13	30882551	30883395
LINC01066	13	30995162	30996138
RP11-326L9.1	13	31419989	31437999
LINC01073	13	31985685	31990997
RP11-380B4.3	13	32782874	32788178
LINC00423	13	32877431	32911650
RP11-141M1.1	13	33333679	33335277
RP11-141M1.3	13	33355206	33676768
RP11-37L2.1	13	33610967	33611522
RP11-179A7.2	13	33657436	33659928
RP11-16D22.2	13	34348043	34614170
LINC00457	13	34435450	34640685
RP11-266E6.3	13	34545929	34671182
RP11-307O13.1	13	34925834	34928076
LINC00445	13	35697524	35699256
LINC01048	13	37481467	37484769
LINC00547	13	37534940	37551536
RP11-93G5.1	13	37934565	38048169
LINC00571	13	38050817	38143232
LINC00437	13	38533343	38545299
LINC00366	13	38576640	38578994
RP11-50D16.4	13	39053072	39221927
RP11-427J23.1	13	40079106	40273509
LINC00332	13	40181809	40189028
LINC00548	13	40194509	40220502
RP11-172E9.2	13	40343957	40350303
LINC00598	13	40450934	40535807
LINC01050	13	42810366	42812562
LINC00428	13	42842414	42842887
LINC00400	13	43158631	43159466
ENOX1-AS1	13	43543918	43548056
RP11-168P13.1	13	43787591	43787852
LINC00284	13	43908669	44030461
LINC00390	13	44106378	44137236
RP11-478K15.7	13	44196006	44197298
RP11-478K15.6	13	44234118	44243192
RP11-269C23.5	13	44369365	44369877
TUSC8	13	44400250	44405984
LINC00407	13	44651812	44701016
RP11-442J21.2	13	44684487	44715393
LINC00330	13	44799503	44809630
RP11-321C24.1	13	44982077	45083125
RP11-290D2.3	13	45350323	45351350
SLC25A30-AS1	13	45418162	45420371
LINC01055	13	45680184	45701184
LINC00563	13	46296445	46297844
LINC01198	13	46455135	46486506
RP11-189B4.7	13	46474246	46493268
RP11-279N8.1	13	47825330	47835956
LINC00444	13	47905329	47907357
LINC00562	13	47930153	47932622
LINC00441	13	48296513	48303661
LINC01077	13	48570639	48573317
LINC00462	13	48576974	48578088
DLEU1-AS1	13	50520933	50527449
LINC00371	13	51082119	51172388
RP11-457D13.4	13	51180178	51180967
LINC00282	13	51813347	51845175
RP13-444H2.1	13	52334295	52341896
RP11-245D16.4	13	52454775	52455331
LINC00345	13	52484161	52484680
RP11-78J21.4	13	52488993	52499305
RP11-93H24.3	13	52651305	52652279
LINC01065	13	53146539	53151808
RP11-24H2.3	13	53193667	53198540
RP11-384G23.1	13	53345211	53410880
LINC00558	13	53815419	53876119
LINC00458	13	54115783	54132866
RP11-108H9.1	13	54940843	54986719
RP11-78L16.1	13	55062945	55161490
RP11-415G4.1	13	55535697	55583524
RP11-538C21.2	13	58165827	58209483
LINC00374	13	58211697	58233117
LINC00434	13	60214352	60214946
LINC00378	13	60685199	60694528
LINC01442	13	60917001	60941768
RP11-432J3.4	13	61424689	61427946
LINC00358	13	62003525	62029548
LINC01075	13	62212577	62249947
LINC01074	13	62321305	62322398
LINC00459	13	62323657	62328833
LINC00448	13	62672285	62732359
RP11-527N12.2	13	63034992	63097797
LINC00376	13	63183101	63328094
